id,name,province,district,subdistrict,phone,lat,lng,type,typeAdd,service,capacity,evaluationResult,status,resolved_location,detail
185,สำนักงานสาธารณสุขอำเภอสันทราย,เชียงใหม่,สันทราย,ป่าไผ่,53350311,18.87374,99.05195,อาคารสำนักงาน,,,,ยังไม่ได้ตรวจสอบ,VALID,"บ้านป่าเหมือด, เมืองเล็น, อำเภอสันทราย, จังหวัดเชียงใหม่, 50210, ประเทศไทย",district=อำเภอสันทราย
186,ศูนย์พัฒนาเด็กเล็กบ้านท่าหลุก,เชียงใหม่,จอมทอง,สบเตี๊ยะ,863910586,18.3954027,98.694299,อาคารสถานพัฒนาเด็กปฐมวัย,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านสบเตี๊ยะ, สบเตี๊ยะ, อำเภอจอมทอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอจอมทอง
187,โรงเรียนวัดเวฬุวัน,เชียงใหม่,สารภี,ยางเนิ้ง,053 321 521,18.7160456,99.0288418,อาคารสถานศึกษา,,"อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านดงสวรรค์, ยางเนิ้ง, ไชยสถาน, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
192,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทรายมูล,เชียงใหม่,สันป่าตอง,แม่ก๊า,882634250,18.5559876,98.9344605,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ",16,ผ่าน,VALID,"บ้านแม่ก๊า, บ้านทรายมูล, ทุ่งต้อม, อำเภอสันป่าตอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอสันป่าตอง
195,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบลาน,เชียงใหม่,อมก๋อย,ยางเปียง,807925014,17.6045811,98.4080358,สถานบริการสาธารณสุข,,ไม่มี,,ยังไม่ได้ตรวจสอบ,VALID,"อำเภออมก๋อย, จังหวัดเชียงใหม่, 50310, ประเทศไทย",district=อำเภออมก๋อย
196,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53274015,18.77332039,98.99440922,สถานบริการสาธารณสุข,อื่นๆ (60 เตียง),"น้ำดื่ม, ห้องสุขา, ที่จอดรถ",,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
200,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลแม่ริม,เชียงใหม่,แม่ริม,ริมใต้,53299523,18.9177242,98.9604091,อาคารสถานพัฒนาเด็กปฐมวัย,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",60,ยังไม่ได้ตรวจสอบ,VALID,"บ้านสุโท, แม่ริม, ริมเหนือ, อำเภอแม่ริม, จังหวัดเชียงใหม่, 50180, ประเทศไทย",district=อำเภอแม่ริม
201,โรงพยาบาลจอมทอง,เชียงใหม่,จอมทอง,ดอยแก้ว,53341218,18.4124781,98.6786357,สถานบริการสาธารณสุข,รพท.,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ",10,ผ่าน,VALID,"บ้านจอมทอง, จอมทอง, ดอยแก้ว, อำเภอจอมทอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอจอมทอง
202,โรงพยาบาลสันทราย,เชียงใหม่,สันทราย,หนองจ๊อม,53921199,18.92130147,98.99438623,สถานบริการสาธารณสุข,รพท.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, ห้องสุขา, ที่จอดรถ, WIFI",194,ยังไม่ได้ตรวจสอบ,VALID,"บ้านไร่สหกรณ์, แม่โจ้, เทศบาลเมืองแม่โจ้, อำเภอสันทราย, จังหวัดเชียงใหม่, 50290, ประเทศไทย",district=อำเภอสันทราย
203,การประปาส่วนภูมิภาคสาขาฝาง,เชียงใหม่,ฝาง,เวียง,53451123,19.91188467,99.20457881,อาคารสำนักงาน,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",41,ยังไม่ได้ตรวจสอบ,VALID,"บ้านสันทราย, สันทราย, อำเภอฝาง, จังหวัดเชียงใหม่, 50110, ประเทศไทย",district=อำเภอฝาง
205,ร.พ.ส่งเสริมสุขภาพ ศูนย์อนามัยที่1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53272740,18.77293466,98.9946653,อาคารสถานบริการ ตามกฎหมายว่าด้วยสถานบริการ,,อื่นๆ,90,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
208,ร้าน green mood,เชียงใหม่,สารภี,ไชยสถาน,630783239,18.7570986,99.04969813,อาคารสถานที่จำหน่ายอาหารและเครื่องดื่ม,,"อาหาร, น้ำดื่ม, ห้องสุขา, WIFI",11,ผ่าน,VALID_NO_DISTRICT,"บ้านยวม, ไชยสถาน, อำเภอสารภี, จังหวัดเชียงใหม่, 50000, ประเทศไทย",
210,รพสต.บ้านขุนแตะ,เชียงใหม่,จอมทอง,ดอยแก้ว,927941597,18.396139,98.5060292,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านขุนแตะเหนือ, อำเภอจอมทอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอจอมทอง
211,ศูนย์อนามัยที่ 1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53272740,18.7723316,98.9955883,อาคารสำนักงาน,,,23,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
213,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศรีบุญเรือง,เชียงใหม่,สารภี,ไชยสถาน,053-423050,18.73216203,99.04272017,อาคารสำนักงาน,,,,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านต้นโชค, ยางเนิ้ง, ไชยสถาน, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
214,ห้องปลอดฝุ่นอุ่นใจ,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,803332221,18.7735368,98.9968466,อาคารสำนักงาน,,"น้ำดื่ม, ที่จอดรถ, WIFI",6,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
216,ศูนย์อนามัยที่ 1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53272460,18.7759621,99.0018533,อาคารสำนักงาน,,ไม่มี,21,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
218,โรงพยาบาลจอมทอง,เชียงใหม่,จอมทอง,ดอยแก้ว,53341218,18.40643,98.6882644,สถานบริการสาธารณสุข,รพท.,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ",29,ยังไม่ได้ตรวจสอบ,VALID,"บ้านจอมทอง, จอมทอง, ดอยแก้ว, อำเภอจอมทอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอจอมทอง
219,โรงเรียนอนุบาลเทศบาลสันทราย,เชียงใหม่,ฝาง,สันทราย,932799975,19.8788049,99.1900212,อาคารสถานศึกษา,,ไม่มี,,ยังไม่ได้ตรวจสอบ,VALID,"บ้านสันทราย, สันทราย, อำเภอฝาง, จังหวัดเชียงใหม่, 50110, ประเทศไทย",district=อำเภอฝาง
221,หน่วยวิจัยเพื่อการจัดการพลังงานและเศรษฐนิเวศ มหาวิทยาลัยเชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,640691698,18.79570624,98.95305273,อาคารสถานศึกษา,,"อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",8,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
222,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองผึ้ง,เชียงใหม่,สารภี,หนองผึ้ง,053-425066,18.739055,99.013689,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, ห้องสุขา, ที่จอดรถ",8,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านดอนจืน หมู่ 4, หนองผึ้ง, ไชยสถาน, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
223,โรงเรียนชุมชนวัดปากกอง,เชียงใหม่,สารภี,สารภี,095-6753097,18.6778229,99.0407252,อาคารสถานพัฒนาเด็กปฐมวัย,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",23,ผ่าน,VALID_NO_DISTRICT,"บ้านหนองสี่แจ่ง หมู่ที่ 1, หนองแฝก, อำเภอสารภี, จังหวัดเชียงใหม่, ประเทศไทย",
224,รพ.สต.บ้านบวกครกเหนือ,เชียงใหม่,สารภี,ท่าวังตาล,53021354,18.7154809,99.0037697,สถานบริการสาธารณสุข,รพ.สต.,,33,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านสันป่ากว๋าว, บ้านบวกครกใต้, ดอนแก้ว, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
226,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่แดดน้อย,เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,855396004,18.964501,98.416214,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",13,ยังไม่ได้ตรวจสอบ,VALID,"บ้านแม่แดดน้อย, อำเภอกัลยาณิวัฒนา, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอกัลยาณิวัฒนา
227,สถานีตำรวจภูธรหนองตอง,เชียงใหม่,หางดง,หนองตอง,53464214,18.6175943,98.9491038,อาคารสำนักงาน,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",50,ยังไม่ได้ตรวจสอบ,VALID,"บ้านเกาะ, บ้านป่าลาน, หนองตองพัฒนา, อำเภอหางดง, จังหวัดเชียงใหม่, 50340, ประเทศไทย",district=อำเภอหางดง
228,รพ.สต.บ้านป่าสา,เชียงใหม่,สารภี,สันทราย,-,18.64592853,98.96413463,ศูนย์ประชุม หอประชุม ห้องประชุม ศูนย์แสดงสินค้า,,ไม่มี,,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"ปากคลอง, สันทรายท่าฉาง, สันทรายมหาวงศ์, อำเภอสารภี, จังหวัดเชียงใหม่, 50340, ประเทศไทย",
229,เทศบาลตำบลแม่ริม,เชียงใหม่,แม่ริม,ริมใต้,53299523,18.916054,98.96083833,อาคารสำนักงาน,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",40,ยังไม่ได้ตรวจสอบ,VALID,"บ้านสุโท, แม่ริม, ริมเหนือ, อำเภอแม่ริม, จังหวัดเชียงใหม่, 50180, ประเทศไทย",district=อำเภอแม่ริม
230,ศูนย์สาธารณสุขและการแพทย์กิ่วแลหลวง,เชียงใหม่,สันป่าตอง,ยุหว่า,53028146,18.6354561,98.8635364,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",26,ผ่าน,VALID,"บ้านหนองหวาย, บ้านต้นแก้ว, บ้านแม, อำเภอสันป่าตอง, จังหวัดเชียงใหม่, 50120, ประเทศไทย",district=อำเภอสันป่าตอง
231,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งแก,เชียงใหม่,แม่แจ่ม,บ้านทับ,806725878,18.40768236,98.24411789,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ",,ผ่าน,VALID,"บ้านทุ่งแกเหนือ, บ้านทุ่งแกไท, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่แจ่ม
232,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองห้า ตำบลน้ำบ่อหลวง,เชียงใหม่,สันป่าตอง,น้ำบ่อหลวง,840453130,18.671373,98.832961,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",6,ผ่าน,VALID,"บ้านทัวฝาย, บ้านแม, อำเภอสันป่าตอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอสันป่าตอง
233,ศูนย์การแพทย์และสาธารณสุขทุ่งหลวง,เชียงใหม่,พร้าว,ทุ่งหลวง,053-474229,19.36247405,99.1974053,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, ห้องสุขา",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านทุ่งหลวง, พร้าว, น้ำแพร่, อำเภอพร้าว, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอพร้าว
236,ศูนย์อนามัยที่ 1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,053-272740,18.7724193,99.0004721,อาคารสำนักงาน,,ไม่มี,14,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
239,ศูนย์ชมรมกำนันผู้บ้าน,เชียงใหม่,สารภี,สันทราย,-,18.64589389,98.96423864,ศูนย์ประชุม หอประชุม ห้องประชุม ศูนย์แสดงสินค้า,,ไม่มี,,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"ปากคลอง, สันทรายท่าฉาง, สันทรายมหาวงศ์, อำเภอสารภี, จังหวัดเชียงใหม่, 50340, ประเทศไทย",
240,อบต.แจ่มหลวง,เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,53699100,19.0246109,98.28028584,อาคารสำนักงาน,,"อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",,ยังไม่ได้ตรวจสอบ,VALID,"บ้าหแจมหลวง, อำเภอกัลยาณิวัฒนา, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอกัลยาณิวัฒนา
243,เทศบาลตำบลแม่วาง,เชียงใหม่,แม่วาง,ดอนเปา,0 5348 9407,18.6062893,98.82017612,อาคารสถานพัฒนาเด็กปฐมวัย,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ",28,ยังไม่ได้ตรวจสอบ,VALID,"บ้านดอนเปา, แม่วาง, อำเภอแม่วาง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่วาง
244,โรงพยาบาลส่งเสริมสุขภาพตำบลปางหินฝน,เชียงใหม่,แม่แจ่ม,ปางหินฝน,859296653,18.4850032,98.223385,อาคารสำนักงาน,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",30,ยังไม่ได้ตรวจสอบ,VALID,"บ้านปางหนฝน, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่แจ่ม
245,งานการพยาบาลจิตเวชฉุกเฉิน โรงพยาบาลสวนปรุง,เชียงใหม่,เมืองเชียงใหม่,หายยา,53908500,18.7799423,98.97898969,สถานบริการสาธารณสุข,,,,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
246,โรงพยาบาลศูนย์อนามัยที่ 1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,053272256 ต่อ 206,18.77307,98.994638,สถานบริการสาธารณสุข,อื่นๆ (โรงพยาบาลสังกัดกรมอนามัย),อื่นๆ,41,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
251,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาฟ่อน,เชียงใหม่,ฮอด,บ่อหลวง,654152639,18.09372684,98.36501367,สถานบริการสาธารณสุข,รพ.สต.,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ",1,ผ่าน,VALID_NO_DISTRICT,"บ้านขุน, บ่อหลวง, อำเภอฮอด, จังหวัดเชียงใหม่, ประเทศไทย",
255,สถานเลี้ยงเด็กกลางวันสำหรับครอบครัวนมแม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53276856,18.77219447,98.99516686,อาคารสถานพัฒนาเด็กปฐมวัย,,อื่นๆ,40,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
258,ห้องปลอดฝุ่นอุ่นใจ,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53272740,18.7685132,99.0018532,อาคารสถานศึกษา,,"อาหาร, น้ำดื่ม",10,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
259,รพ ส่งเสริมสุขภาพ ศอ1 เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,53272256,18.77281013,98.99465079,สถานบริการสาธารณสุข,รพท.,ไม่มี,,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
262,ศูนย์จิตสังคมบำบัด,เชียงใหม่,เมืองเชียงใหม่,หายยา,53908500,18.77876908,98.97841579,สถานบริการสาธารณสุข,,,,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
263,รพ.ส่งเสริมสุขภาพ ศอ.ที่1,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,961238824,18.7731199,98.9946537,สถานบริการสาธารณสุข,อื่นๆ (ศอ.ทึ่1เชียงใหม่),ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ,,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
265,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกองกาน,เชียงใหม่,แม่แจ่ม,แม่ศึก,-,18.546826,98.360693,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",4,ยังไม่ได้ตรวจสอบ,VALID,"แม่แจ่ม, ท่าผา, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, 50270, ประเทศไทย",district=อำเภอแม่แจ่ม
266,สำนักงานสาธารณสุขอำเภอแม่แจ่ม,เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,53485100,18.49811,98.375,สถานบริการสาธารณสุข,อื่นๆ,"น้ำดื่ม, ห้องสุขา, WIFI",,ยังไม่ได้ตรวจสอบ,VALID,"บ้านช่างเคิ่งบน, แม่แจ่ม, ท่าผา, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, 50270, ประเทศไทย",district=อำเภอแม่แจ่ม
268,โรงเรียนต้นแก้วผดุงพิทยาลัย,เชียงใหม่,หางดง,ขุนคง,53023744,18.6804289,98.95387797,อาคารสถานพัฒนาเด็กปฐมวัย,,ไม่มี,,ยังไม่ได้ตรวจสอบ,VALID,"บ้านกลาง หมุ่ 9, บ้านต้นไฮ, สันผักหวาน, อำเภอหางดง, จังหวัดเชียงใหม่, 50230, ประเทศไทย",district=อำเภอหางดง
269,รพ.สต.บ้านยนาฟ่อน,เชียงใหม่,ฮอด,บ่อหลวง,654152639,18.09372182,98.36501065,สถานบริการสาธารณสุข,รพ.สต.,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ",1,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านขุน, บ่อหลวง, อำเภอฮอด, จังหวัดเชียงใหม่, ประเทศไทย",
270,เทศบาลตำบลเมืองเล็น,เชียงใหม่,สันทราย,เมืองเล็น,053-397698,18.866209,99.067561,ศูนย์ประชุม หอประชุม ห้องประชุม ศูนย์แสดงสินค้า,,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",16,ยังไม่ได้ตรวจสอบ,VALID,"บ้านป่ากล้วย, บ้านหนองอึ่ง, เมืองเล็น, อำเภอสันทราย, จังหวัดเชียงใหม่, 50210, ประเทศไทย",district=อำเภอสันทราย
271,สำนักงานสาธารณสุขอำเภอดอยสะเก็ด,เชียงใหม่,ดอยสะเก็ด,เชิงดอย,53495502,18.87154955,99.13629591,อาคารสำนักงาน,,"ห้องสุขา, ที่จอดรถ, WIFI",23,ยังไม่ได้ตรวจสอบ,VALID,"บ้านเชิงดอย, ดอยสะเก็ด, ลวงเหนือ, อำเภอดอยสะเก็ด, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอดอยสะเก็ด
272,สำนักงานเทศบาลตำบลหารแก้ว,เชียงใหม่,หางดง,หารแก้ว,053-023194,18.6442527,98.9287147,อาคารสำนักงาน,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",16,ยังไม่ได้ตรวจสอบ,VALID,"บ้านไร่, Ban Han Kaew, หนองตองพัฒนา, อำเภอหางดง, จังหวัดเชียงใหม่, 50340, ประเทศไทย",district=อำเภอหางดง
274,สำนักงานสาธารณสุขอำเภออมก๋อย,เชียงใหม่,อมก๋อย,อมก๋อย,53467052,17.797651,98.357033,ศูนย์ประชุม หอประชุม ห้องประชุม ศูนย์แสดงสินค้า,,ห้องสุขา,24,ยังไม่ได้ตรวจสอบ,VALID,"บ้านดง, อมก๋อย, อำเภออมก๋อย, จังหวัดเชียงใหม่, 50310, ประเทศไทย",district=อำเภออมก๋อย
275,รพ.ไชยปราการ,เชียงใหม่,ไชยปราการ,ศรีดงเย็น,53870444,19.721439,99.1352491,สถานบริการสาธารณสุข,รพช.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ",4,ยังไม่ได้ตรวจสอบ,VALID,"บ้านแม่ขิ, ไชยปราการ, หนองบัว, อำเภอไชยปราการ, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอไชยปราการ
277,โรงเรียนอนุบาลบ้านสวนพิมพรรณ,เชียงใหม่,สารภี,ยางเนิ้ง,53325720,18.7110442,99.0316655,อาคารสถานพัฒนาเด็กปฐมวัย,,ไม่มี,30,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านดงสวรรค์, ยางเนิ้ง, ไชยสถาน, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
278,ห้องประชุมอาคารบุญญาภรณ์ อบต.ดอนแก้ว,เชียงใหม่,แม่ริม,ดอนแก้ว,053-121585ต่อ 28,18.85678772,98.96928549,ศูนย์ประชุม หอประชุม ห้องประชุม ศูนย์แสดงสินค้า,,"อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",66,ยังไม่ได้ตรวจสอบ,VALID,"บ้านป่ารวก หมู่ 6, เหมืองแก้ว, อำเภอแม่ริม, จังหวัดเชียงใหม่, 50300, ประเทศไทย",district=อำเภอแม่ริม
280,บ้านพิพิธภัณฑ์บรมนาถสถิต,เชียงใหม่,สารภี,ยางเนิ้ง,840987117,18.7103396,99.0270955,หอสมุด หอศิลป์ พิพิธภัณฑสถาน,,"น้ำดื่ม, ห้องสุขา, ที่จอดรถ",37,ยังไม่ได้ตรวจสอบ,VALID_NO_DISTRICT,"บ้านหนองแฝก หมู่ 4, บ้านป่าเก็ดถี, หนองแฝก, อำเภอสารภี, จังหวัดเชียงใหม่, 50140, ประเทศไทย",
282,โรงพยาบาลส่งเสริมสุขภาพศูนย์อนามัยที่1เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,053276856ต่อ207,18.773093,98.9947329,สถานบริการสาธารณสุข,อื่นๆ (F2),ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ,53,ยังไม่ได้ตรวจสอบ,VALID,"เทศบาลนครเชียงใหม่, ฟ้าฮ่าม, อำเภอเมืองเชียงใหม่, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอเมืองเชียงใหม่
284,รพ.สต.บ้านทุ่งเสี้ยว,เชียงใหม่,สันป่าตอง,บ้านกลาง,53481211,18.562695,98.87216,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",13,ผ่าน,VALID,"บ้านพระบาทย้งหวีด, บ้านหนองปลาซิว, บ้านกลาง, อำเภอสันป่าตอง, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอสันป่าตอง
289,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสองธาร,เชียงใหม่,แม่แจ่ม,บ้านทับ,903246111,18.4640253,98.3065993,สถานบริการสาธารณสุข,รพ.สต.,"ตรวจคัดกรองกลุ่มเสี่ยง/สุขภาพ, อาหาร, น้ำดื่ม, ห้องสุขา, ที่จอดรถ, WIFI",,ผ่าน,VALID,"บ้านสองธาร, ท่าผา, อำเภอแม่แจ่ม, จังหวัดเชียงใหม่, ประเทศไทย",district=อำเภอแม่แจ่ม
